-250 ,-3.64139433333, -3.82447086667,-3.6847142, -3.8564354
-245 ,-3.638032, -3.81604986667,-3.68366453333, -3.85778026667
-240 ,-3.6267964, -3.80149033333,-3.6765666, -3.84506326667
-235 ,-3.62047066667, -3.787283,-3.66741726667, -3.84304086667
-230 ,-3.60591646667, -3.77445186667,-3.65926486667, -3.837058
-225 ,-3.59419446667, -3.76278686667,-3.6530822, -3.82429586667
-220 ,-3.5830468, -3.74666393333,-3.6454138, -3.81242886667
-215 ,-3.57282866667, -3.72902686667,-3.6329526, -3.80155093333
-210 ,-3.55531286667, -3.70507053333,-3.61670526667, -3.78725633333
-205 ,-3.54076066667, -3.68997273333,-3.60040993333, -3.77296693333
-200 ,-3.52182953333, -3.66561113333,-3.58568173333, -3.7606508
-195 ,-3.50320973333, -3.64187646667,-3.56158806667, -3.74429106667
-190 ,-3.48326153333, -3.6075848,-3.54001886667, -3.72204293333
-185 ,-3.46331326667, -3.5791718,-3.52084633333, -3.70325546667
-180 ,-3.44044573333, -3.5439002,-3.49688086667, -3.68199593333
-175 ,-3.41173946667, -3.49393086667,-3.46380926667, -3.6597474
-170 ,-3.3835184, -3.45277826667,-3.43697006667, -3.6315658
-165 ,-3.35091753333, -3.40476753333,-3.3976696, -3.59942826667
-160 ,-3.313938, -3.34696093333,-3.3607654, -3.5638284
-155 ,-3.27550073333, -3.27641633333,-3.32146466667, -3.52971173333
-150 ,-3.2253866, -3.20489033333,-3.2749746, -3.48323513333
-145 ,-3.173895, -3.1256558,-3.2322276, -3.44053246667
-140 ,-3.1205972, -3.04937073333,-3.19894093333, -3.38848366667
-135 ,-3.06464093333, -2.98225506667,-3.16734966667, -3.3489282
-130 ,-3.0126234, -2.9152266,-3.12948486667, -3.30348606667
-125 ,-2.96746106667, -2.86334206667,-3.0931026, -3.26442773333
-120 ,-2.92123653333, -2.80121813333,-3.05336553333, -3.22788546667
-115 ,-2.87652233333, -2.7419842,-3.00835626667, -3.1800156
-110 ,-2.8157482, -2.6705482,-2.95040553333, -3.11722166667
-105 ,-2.75740546667, -2.61964266667,-2.8948494, -3.054968
-100 ,-2.68154453333, -2.55510986667,-2.82827673333, -2.97694293333
-95 ,-2.58578226667, -2.48514366667,-2.748366, -2.895945
-90 ,-2.4939548, -2.41420093333,-2.67516313333, -2.80506106667
-85 ,-2.38120913333, -2.32325706667,-2.58949993333, -2.70734246667
-80 ,-2.2680616, -2.2156562,-2.4871104, -2.5884124
-75 ,-2.13355206667, -2.0869512,-2.35138486667, -2.44840033333
-70 ,-1.99682993333, -1.936554,-2.23395966667, -2.30600666667
-65 ,-1.83821266667, -1.7969336,-2.070523, -2.16311653333
-60 ,-1.6654834, -1.62498193333,-1.8951038, -1.9707852
-55 ,-1.48059213333, -1.435881,-1.70482733333, -1.77993593333
-50 ,-1.29326833333, -1.23992366667,-1.49633666667, -1.57079413333
50 ,1.3074902, 1.2436142,1.5788852, 1.45358746667
55 ,1.50095893333, 1.45438746667,1.78803313333, 1.65169506667
60 ,1.6958908, 1.63973126667,1.98413973333, 1.81804813333
65 ,1.86060393333, 1.82311853333,2.19077933333, 1.98724753333
70 ,2.01703553333, 1.960537,2.3502712, 2.13464306667
75 ,2.1452032, 2.09942273333,2.48468826667, 2.268295
80 ,2.26703393333, 2.23292893333,2.61709713333, 2.3763558
85 ,2.3742434, 2.3444284,2.72844326667, 2.484415
90 ,2.46878426667, 2.44712493333,2.84630693333, 2.56593253333
95 ,2.54480726667, 2.54053093333,2.93859106667, 2.64744993333
100 ,2.61108406667, 2.6133964,3.01984433333, 2.71095853333
105 ,2.67346246667, 2.6902192,3.09443506667, 2.77347373333
110 ,2.72706886667, 2.7601062,3.16009253333, 2.82461746667
115 ,2.77039266667, 2.82705566667,3.22173853333, 2.87860446667
120 ,2.80596693333, 2.88525033333,3.26888613333, 2.916003
125 ,2.84539506667, 2.94926926667,3.31749193333, 2.9572358
130 ,2.876583, 3.00644313333,3.36007833333, 2.98373366667
135 ,2.903873, 3.05974733333,3.40070326667, 2.99941606667
140 ,2.95065606667, 3.13403553333,3.44684526667, 3.0250086
145 ,3.02907166667, 3.2063698,3.5080332, 3.0766678
150 ,3.09437353333, 3.25918486667,3.5531276, 3.1254412
155 ,3.17137133333, 3.31146633333,3.594758, 3.18279026667
160 ,3.22985066667, 3.35352406667,3.63834946667, 3.22923846667
165 ,3.27955833333, 3.39020246667,3.66894433333, 3.26857613333
170 ,3.33520166667, 3.42888006667,3.6895528, 3.31041126667
175 ,3.376805, 3.45679793333,3.72219813333, 3.346521
180 ,3.41224853333, 3.4863198,3.74659313333, 3.38111866667
185 ,3.45708173333, 3.51223886667,3.77167026667, 3.41287266667
190 ,3.4780358, 3.53962573333,3.7827042, 3.4351478
195 ,3.498015, 3.56310053333,3.8173102, 3.46026646667
200 ,3.51848133333, 3.58168413333,3.8308516, 3.48159373333
205 ,3.53992226667, 3.60222306667,3.8549252, 3.5005512
210 ,3.56916113333, 3.61933826667,3.86796506667, 3.5185608
215 ,3.5828062, 3.6340086,3.88250953333, 3.53751826667
220 ,3.6071726, 3.64867886667,3.88401413333, 3.5555278
225 ,3.62715293333, 3.6599262,3.9190278, 3.56922453333
230 ,3.64567146667, 3.67357053333,3.92805626667, 3.5815468
235 ,3.66657786667, 3.68682393333,3.93708486667, 3.59481693333
240 ,3.6924062, 3.69753433333,3.95008113333, 3.60761313333
245 ,3.70166553333, 3.71269526667,3.94857633333, 3.6170918
250 ,3.71136326667, 3.7156296,3.96348386667, 3.62031933333
